Transcripts	CT1	CT2	CT3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_1323	5.03	5.31	25.15	23.35	6.64	5.39	15.3	4.89	4.26	19.61	13.75	10.6	4.68	5.49	5.44
transcript_1324	10.11	14.7	17.46	20.91	10.43	9.99	5.42	14.44	20.8	21.11	10.78	13.37	8.84	4.9	15.39
transcript_1325	17.27	28.11	17.46	13.97	15.11	15.7	9.31	14.01	20.89	13.76	9.23	10.52	6.14	12.79	12.54
transcript_1326	7.42	6.76	9.72	6.9	6.33	5.31	4.02	4.6	5.11	4.04	4.03	4.39	2.1	1.64	2.21
transcript_1327	22.39	25.95	27.82	25.79	31.18	23.6	23.17	28.77	29.25	33.14	31.81	25.05	29.91	33.15	32.31
transcript_1328	48.33	93.58	58.03	48.84	79.56	49.18	66.16	47.41	71.36	71.75	44.55	69.59	34.91	37.55	62.38
transcript_1329	2.1	1.33	1.56	2.81	4.3	7.07	9.59	15.46	10.37	23.65	33.86	19.15	130.2	166.01	130.09
transcript_133	3.06	0	4.37	0	7.42	0	0	0	0	12.29	0.07	12.77	0	2.49	0
transcript_1330	9.78	9.57	13.3	10.92	12.67	9.11	10.42	11.08	10.98	11.04	12.16	9.87	9.37	8.92	10.44
transcript_1331	8.2	7.86	7.34	11.07	6.75	7.4	10.15	11.14	10.68	10.61	7.57	10.33	8.38	6.83	9
transcript_1332	33.37	35.16	37.19	42.67	24.85	23.12	31.86	26.07	28.77	38.07	22.57	24.6	10.85	16.86	21.09
transcript_1333	12.05	11.76	16.4	11.7	11.45	11	11.72	11.48	10.65	8.26	11.4	8.43	12.21	8.81	10.72
transcript_1334	0.89	1.2	1.5	1.41	1.8	0.93	1.36	1.12	1.19	0.94	1.51	0.66	1.79	0.66	1.09
transcript_1336	19.98	37.83	18.56	19.06	19.06	28.64	45.63	36.47	39.15	133.21	71.76	49.28	178.22	193.97	138.27
transcript_1337	102.42	130.25	84.26	49.92	35.33	71.45	25.32	38.83	38.73	63.55	35.94	37.97	41.18	28.51	39.84
transcript_1338	55.29	36.3	41.93	119.65	101.94	136.18	152.43	154.04	152.73	30.25	33.81	28.6	175.42	21.87	21.56
transcript_1339	85.84	81.98	3.78	47.06	3.61	63.59	5.27	1.51	2.89	3.93	5.71	3.78	52.83	2.84	6.1
transcript_134	22.92	29.71	25.02	0	27.54	35.69	0	24.18	0	41.92	0	22.16	0	21.94	25.51
transcript_1340	58.93	51.53	58.26	37.58	34.5	18.75	47.42	29.4	74.76	105.15	41.66	97.72	45.04	87.63	96.49
transcript_1341	5.14	3.14	36.9	37.13	23.38	25.02	8.49	34.33	4.93	5.79	33.11	32.46	1.69	18.28	4.75
transcript_1343	23.71	21.13	34.48	14.45	21.11	17.36	11.52	11.03	13.53	18.88	25.28	7.61	14.02	6.84	9.3
transcript_1344	16.34	13.54	22.15	37.51	31.26	30.94	60.73	59.24	39.01	60.93	64.89	58.53	83.57	82.34	91.65
transcript_1345	31.57	31.98	42.53	26.76	27.77	40.76	32.56	37.16	34.41	27.1	23.92	27.25	14.98	14.45	24.6
