Transcripts	CT1	CT2	CT3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_153	11.32	9.37	11.83	11.01	17.02	17.23	26.51	15.49	17.56	14.54	22.23	14.46	28.95	19.51	16.84
transcript_1530	7.99	9.29	90.28	134.22	216.75	8.36	4.58	4.45	4.69	155.83	195.39	144.4	125.3	89.49	101.14
transcript_1531	6.88	8.39	9.5	13.81	12.96	14.93	15.78	15.88	11.43	13.84	13.31	16.35	17.57	13.15	19.66
transcript_1532	8.27	9.65	9.18	6.6	6.71	6.13	5.1	4.98	5.64	7.11	5.38	5.07	3.04	2.27	3.45
transcript_1533	22.85	27.4	35.57	28.53	29.41	30.18	36.36	45.43	29.47	30.01	44	36.54	46.6	57.01	50.96
transcript_1534	2.65	4.76	4.44	3.89	3.91	5.1	5.02	5.56	5.23	4.28	5.91	4.04	4.86	3.44	4.18
transcript_1535	43.08	44.77	55.65	38.88	45.65	40.35	32.34	35.61	36.6	36.63	28.15	29.15	13.3	19.15	30.41
transcript_1536	1.43	2.16	0.55	2.94	2.71	1.1	2.12	2.53	1.28	1.58	1.8	1.42	1.35	3.35	1.5
transcript_1537	127.45	125	18.97	43.27	76.5	34.06	44.07	83.23	90.12	81.26	58.12	46.79	40.47	35.05	101.84
transcript_1538	93.62	115.18	105.13	92.67	86.64	114.28	101.39	106.92	63.73	129.75	94.27	155.77	208.82	166.36	118.12
transcript_1539	25.21	29.97	28.96	21.67	34.51	24.01	33.61	36.88	33.3	32.6	41.42	32.23	43.22	55.01	55.44
transcript_154	128.97	133.06	122.93	122.9	151.53	113.35	96.98	88.52	101.14	100.14	99.4	66.62	71.9	75.43	104.79
transcript_1540	1.1	1.63	1.45	3.07	2.02	2.31	4.18	4.63	2.24	3.22	2.68	1.98	9.51	6.78	11.67
transcript_1541	3.75	4.79	8.52	4.51	5.01	4.23	5.15	6.63	4.43	5.22	5.59	5.98	3.96	6.24	8.33
transcript_1542	8	9.79	11.31	7.05	7.1	7.79	6.92	4.87	7.12	7.06	5.97	6.22	2.47	1.89	2.62
transcript_1543	37.68	42.79	49.49	21.06	35.34	33.67	18.78	12.02	24.21	27.42	12.91	8.52	4.82	5.09	12.1
transcript_1544	4.21	70.37	3.85	3.57	92.55	7.5	38.61	28.97	240.36	5.92	242.12	2.45	34.09	2	216.98
transcript_1545	8.4	8.93	9.1	6.17	7.93	7.34	5.93	5.6	7.42	6.27	5.27	4.25	4.27	3.83	5.18
transcript_1546	33	46.67	32.24	41.64	26.12	39.88	44.66	27.08	40.05	40.37	34.32	22.61	18.49	17.22	25.07
transcript_1547	7.8	13.45	14.57	8.18	23.68	8.15	13.13	10.41	14.89	10.76	9.25	6.43	7.61	3.62	9.87
transcript_1548	15.09	21.59	15.92	23.83	33.9	28.05	36.17	26.16	28.97	30.18	43.57	38.27	51.72	47.32	53.9
transcript_1549	30.17	64.42	42.06	31.55	74.14	49.63	35.51	57.94	46.9	46.07	35.74	36.26	28.79	21.29	43.91
transcript_155	4.09	5.57	5.53	4.85	4.5	4.54	3.41	3.77	3.47	4.24	4.36	3.46	3.53	2.84	2.67
transcript_1550	29.98	27.92	21.31	16	18.75	40.2	92.52	36.69	45.01	24.48	48.19	31.58	118.05	127.24	58.55
transcript_1551	11.26	15.06	12	9.79	10.35	10.75	11.53	11.91	12.71	12.83	13.72	10	10.89	7.66	8.76
transcript_1552	0	0	0	0	0	0	3.28	0	0	0	0	0	0	0	0
transcript_1553	9.09	14.86	10.59	18.05	48.64	31.89	37.95	42.83	18.72	26.58	42.72	33.34	33.62	26.4	28.55
transcript_1554	12.73	16.18	28.35	30.97	34.79	31.7	29.49	30.97	28.22	22.49	32.07	26.69	32.35	35.43	12.07
transcript_1555	1.24	1.63	1.68	1.48	3.01	1.92	4.76	8.27	3.92	6.89	8.61	6.81	14.81	8.51	12.43
transcript_1556	1.08	1.5	5.11	1.08	0.5	2.73	0	0	0.75	3.09	1.57	1.81	3.28	0.43	0.94
transcript_1557	1.66	1.26	1.56	1.61	1.1	2.75	1.09	2.03	1.36	3.28	2.65	2.31	0.29	0.24	0.84
transcript_1558	10.94	11.21	13.01	9.84	7.24	8.77	8.65	9.32	11.3	10.89	8.67	12.33	9.72	8.44	10.13
transcript_1559	5.02	9.84	10.56	5.26	19.85	14.51	11.71	48.09	17.18	11.56	23.21	54.88	75.91	108.9	89.13
transcript_156	34.15	38.92	28.75	38.55	31.93	49.71	45.19	29.87	35.1	42.17	31.78	44.64	30.94	23.29	30.11
transcript_1560	6.21	7.27	9.03	5.07	4.47	5.95	5.84	6.54	5.18	5.77	4.65	7.08	6.71	5.89	6.88
transcript_1561	11.68	11.31	10.8	7.65	9.09	9.44	5.87	5.13	5.71	6.42	6.24	4.77	3.26	2.05	3.49
transcript_1562	13.86	12.04	14.28	10.73	10.58	11.23	10.22	10.23	11.03	12.08	9.89	12.43	8.1	7.55	9.69
transcript_1563	21.27	26.58	17.19	12.75	21.06	22.63	27.52	19.05	19.59	20.31	26.29	16.11	19.53	16.52	17.69
transcript_1564	41.58	37.93	45.44	35.77	33.13	30.74	28.84	32.66	36.31	38.99	29.09	23.22	18.28	16.37	31.43
transcript_1565	1.64	2.59	1.72	13.58	7.21	10.57	6.49	9.76	7.24	3.97	4.01	8.54	3.31	1.25	4.15
transcript_1566	7.11	5.02	8.28	5.66	7.48	3.87	4.22	5.28	7.14	4.59	6.6	5.74	4.09	4.36	6.91
transcript_1567	2.67	2.59	1.89	7.65	4.61	12.22	14.14	12.14	6.04	10.88	9.87	11.3	18.74	12.68	18.19
transcript_1568	0	0	0	940.07	0	0	0	278.07	779.3	0	587.58	0	0	0	0
transcript_1569	21.55	24.36	29.95	42.59	27.75	80.43	56.11	59.09	55.99	123.4	111.4	79.29	259.95	222.49	154.89
transcript_157	70.49	54.58	7.52	0	32.31	0	34.16	0.48	95.11	86.67	168.4	132.5	117.35	0	93.98
transcript_1570	0.32	7.26	4.33	2.29	5.94	8.62	0.19	0.52	1.59	0.46	7.56	7.82	0.62	12.72	0.3
transcript_1571	11.9	13.09	15.47	13.85	15.3	13.69	14.43	14.32	11.93	13.24	16.48	12.64	16.13	14.51	16.18
transcript_1572	8.38	11.66	13.02	12.04	16.88	10.47	10.02	11.06	11.04	11.22	11.17	11.01	4.75	7.52	9.26
transcript_1573	3.76	3.98	4.39	1.82	2.32	1.9	1.46	1.41	1.72	1.51	1.42	1.33	0.58	0.24	0.6
transcript_1574	0.11	0.36	0.6	0.11	0.1	0	0.06	0	0.07	0	0.09	0	0	0	0.06
transcript_1575	6.55	6.59	8.82	7.46	2.9	2.01	1.95	2.79	3.82	7.64	3.95	4.1	2.59	1.58	3.1
transcript_1576	0.12	0.57	4.74	5.36	4.44	6.2	1.1	4.04	1.1	6.35	2.04	1.74	0.24	0.58	1.62
transcript_1577	6.69	7.28	9.16	6.58	7.95	6.43	4.21	6.22	4.59	5.24	6.2	4.4	3.44	3.34	3.89
transcript_1578	28.22	40.22	41.08	38.91	69.6	56.62	56.6	40.3	36.89	62.59	43.74	52.52	30.98	37	23.76
transcript_1579	5.71	5.4	6.26	5.03	5.16	5.86	5.3	3.92	3.53	4.86	4.4	4.06	3.93	3.33	3.88
transcript_158	3.96	4.34	6.29	5.11	5.58	4.33	3.87	3.05	3.91	6.51	4.42	2.83	1.23	1.36	3.15
transcript_1580	68.1	50.16	47.76	55.53	35.08	25.43	15.03	18.89	22.36	9.79	19.68	7.45	5.16	4.24	4.75
transcript_1581	24.33	7.39	20.23	30.78	30.76	23.88	27.25	10.95	32.81	0	0	0	0	5.45	0.2
transcript_1582	57.88	49.18	79.18	56.78	98.62	65.95	68.42	68.5	55.16	43.6	81.01	55.44	70.85	46.45	56.93
transcript_1583	9.24	14.06	13.57	6.11	14.37	10.44	7.79	12.13	6.37	6.37	11.88	7.54	2.93	3.93	7.16
transcript_1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1585	505.36	0	568.31	661.34	557.43	664.8	0	693.05	0	0	527.25	567.77	563	498.17	526.62
transcript_1586	13.19	13.39	14.23	10.16	14.99	13.63	10.98	10.78	12.92	12.22	11.11	8.81	8.7	6.45	10.08
transcript_1587	296.6	246.84	2.4	130.21	3.85	254.93	6.58	0.94	1.92	4.04	6.79	4.01	241.59	1.53	9.87
transcript_1588	0	5.32	10.32	0	0	9.65	0	6.71	0	0.12	0	8.07	0.23	0.07	0
transcript_1589	77.21	430.47	473.55	470.51	138.8	0	140.43	473.56	0	0	0	0	250.85	239.96	0
transcript_159	0.08	0.12	0.19	0	0.04	0	0	0	0.14	0.13	0.06	0	0	0	0
transcript_1590	72.52	0	0.45	80.68	0	75.19	88.03	67.42	67.98	107.34	0	0	60.5	0	60.85
transcript_1591	0	0	182.09	0	0	0	0	0	0	0	0	0	14.73	0	2.11
transcript_1592	2.12	2.62	1.92	1.4	1.96	1.8	1.63	2.12	1.3	1.73	1.73	1.76	1.76	1.95	1.99
transcript_1593	8.91	7.93	11.96	12.71	7.82	5.36	6.92	8.16	14.77	9.19	10.83	6.08	6.21	7.25	9.36
transcript_1594	46.12	61.4	54.76	34.51	33.57	46.15	29.87	25.72	24.45	23.52	20.87	24.3	8.07	9.86	14.63
transcript_1595	20.61	30.21	18.44	19.12	10.72	10.91	14.53	16.62	23.7	23.07	24.28	16.62	14.87	17.27	21.87
transcript_1596	34.95	43.57	49.69	42.89	31.28	37.08	36.82	34.18	42.53	48.27	36.17	27.72	47.69	33.41	38.99
transcript_1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1598	1.03	26.09	0.31	0	13.2	0	1.53	1.54	0.49	4.16	18.52	29	1.75	11	2.37
transcript_1599	32.7	36.52	54.87	28.72	20.47	22.92	24.6	51.82	1.02	30.77	27.2	21.77	18.27	35.24	18.27
transcript_16	256.39	30.01	343.21	163.23	86.45	335.03	356.83	68.64	164.45	456.99	201.54	13.42	139.85	23.08	178.64
transcript_160	25.16	44.05	12.02	43.19	13.2	6.98	10.47	0	14.83	9.11	7.45	0.05	5.15	4.47	7.24
transcript_1601	26.47	21.69	32.96	25.53	48.95	40.23	40.81	33.4	37.67	30.82	60.14	30.27	50.77	49.91	44.69
transcript_1602	6.73	8.56	9.65	8.79	9.53	11.16	10.63	12.77	8.33	9.13	9.55	8.72	13.94	7.86	9.46
transcript_1603	11.91	10.62	12.54	25.88	28.23	28.37	28.69	40.49	23.54	70.55	66.53	45.3	45.03	68.5	60.23
transcript_1604	0.12	15.96	0	28.18	28.51	0	0.05	30.84	35.94	0	34.35	58.71	28.65	25.62	0
transcript_1605	34.66	26.1	48.64	51.63	17.29	45.26	43.42	20.18	23.13	29.9	46	42.71	20.92	30.01	32.7
transcript_1606	6.6	6.39	6.84	4.35	3.8	2.8	4.22	5.03	4.77	3.87	5.53	4.59	13.75	10.72	8.98
transcript_1607	14.3	218.55	342.8	308.57	18.4	299.12	255.14	376.4	20.91	0	0.2	31.45	195.89	318.57	0.25
transcript_1608	6.19	6.24	9.9	7.31	3.9	4.05	5.48	3.89	5.65	5.99	3.74	5.51	2	2.94	4.7
transcript_1609	18.41	15.93	27.2	30.69	25.15	26.83	41.23	48.74	31.19	35.21	47.7	35.78	84.2	75.51	66.36
transcript_161	91.71	24.57	132.84	22.14	22.24	94.9	78.59	16.61	22.08	178.56	17.52	32.23	30.48	25.08	96.03
transcript_1610	19.12	16.32	26.24	100.02	4.95	50.43	10.29	52.95	0.14	14.47	29.91	0.6	8.33	11.12	40.03
transcript_1611	25.65	23.16	31.92	23.42	39.13	36.94	39.51	32.31	27.8	26.35	39.59	20.08	60.33	46.82	37.47
transcript_1612	1.47	1.36	1.9	1.99	1.77	1.36	2.52	1.68	1.64	1.8	1.52	2.09	1.47	0.97	1.13
transcript_1613	3.66	1.87	2.18	2.12	2.79	2.61	1.15	1.56	2.13	2.13	1.44	2.07	1.76	1.09	1.18
transcript_1614	6.21	4.54	5.3	2.19	4.22	4.14	3.89	2.46	3.04	5.26	3.71	2.89	1.97	2.62	3.96
transcript_1616	0.38	0.54	0.29	0.27	0	0.38	0.18	0.79	0.46	0.13	0.41	0	0.1	0.29	0.78
transcript_1618	3.18	7.69	3.61	3.22	4.09	4.81	1.96	2.64	1.82	2.98	2.21	2.25	1.66	1.48	2.77
transcript_1619	4.29	4.07	6.33	7.45	4.97	7.47	8.26	9.07	5.98	6.61	7.75	7	8.22	6.85	8.1
transcript_162	16.25	18.68	16.87	20.99	17.86	24.61	28.97	20.33	18.99	25.94	20.79	12.68	18.36	15.83	10.82
transcript_1620	120.28	109.47	126.81	180.41	91.96	106.2	171.25	144.54	94.36	101.98	99.53	159.12	12.11	18.99	29.57
transcript_1621	2.18	2.36	3.82	3.2	3.58	2.78	2.99	3.49	4.82	3.22	3.78	4.2	4.94	7.44	4.55
transcript_1622	10.46	16.4	16.7	9.71	11.15	9.55	18.93	15.1	14.04	17.46	21.31	17.05	34.25	19.98	14.42
transcript_1623	124.89	94.6	74.77	87.17	0	134.94	12.65	95.32	116.81	206.74	91.37	241.2	0.05	97.45	90.42
transcript_1624	538.85	487.64	567.18	394.31	686.3	708.37	569.05	503.7	564.92	329.65	771.42	535.27	622.3	573.74	546.72
transcript_1625	14.29	14.03	26.96	11.68	9.44	17.52	8.89	8.75	11.88	22.07	7.18	15.1	9.82	4.88	5.89
transcript_1626	1.94	3.31	2.1	2.18	2.38	4.95	8.26	3.46	3.3	3.62	2.99	2.83	6.23	2.59	5.82
transcript_1628	4.24	4.68	5.54	4.74	4.93	4.52	4.16	4.36	4.13	4.55	4.87	3.21	4.52	4.07	4.37
transcript_1629	12.96	16.08	12.5	13.46	7.56	7.02	5.78	5.92	13.94	11.32	13.7	7.07	2.22	2.22	4.57
transcript_163	0.15	0.17	0.2	0.96	0.58	5.18	15.49	35.66	10.03	20.23	35.74	37.68	416.51	262.57	219.47
transcript_1631	1.07	1.61	0.12	0.1	0.44	0.33	0.1	0.38	0.22	0.58	0.14	0.95	12.6	0.53	0.35
transcript_1632	10.92	12.29	13.92	11.63	14.01	14.33	12.09	12.27	13.66	19.31	23.58	11.15	59.74	78.32	44.45
transcript_1633	5.18	6.63	19.76	2.72	3.44	4.93	4.42	1.07	3.35	3.25	2.52	0.79	1.11	1.96	0.85
transcript_1634	3.86	2.27	5.22	2.23	2.96	1.65	3.52	5.35	2.41	2.02	6.2	2.63	26.75	18.09	17.81
transcript_1635	3.08	4.18	2.91	4.13	4.4	7.22	7.96	13.74	7.51	16.27	11.83	31.39	9.71	7.59	20.07
transcript_1636	43.06	0.96	1.59	9.15	94.26	9.67	74.96	239.69	3.31	51.63	5.79	5.23	37.04	28.69	2.1
transcript_1637	9.97	8.75	10.08	8.49	7.28	5.99	6.07	5.31	8.48	9.96	5.5	6.26	3.74	4.7	7.75
transcript_1638	18.94	14.6	20.21	15.55	9.08	13.19	14.73	9.36	18.57	17.82	10.52	10.52	6.36	5.81	9.92
transcript_1639	24.61	0	13.98	29.95	0	17.09	23.37	18.62	33.55	42.32	0	0	17.65	0	41.82
transcript_164	37	78.04	78.69	51.12	62.34	0	56.37	79.78	94.96	86.25	80.96	79.61	0	59.91	86.91
transcript_1640	10.41	12.07	6.88	7.36	21.53	23.9	18.19	28.2	15.05	11.57	26.53	23.27	36.11	39.88	17.13
transcript_1642	42.33	52.09	63.42	40.39	70.54	81.59	30.5	26.2	25.05	29.09	15.86	11.76	0.6	1.52	3.26
transcript_1643	123.21	149.21	205.47	121.65	160.43	75.94	130.8	94.73	83.13	129.45	76.02	92.69	89.3	117.29	142.71
transcript_1644	508.59	537.99	526.74	664.75	541.28	734.94	793.5	828.65	669.85	586.14	648.85	840.94	760.08	895.11	803.15
transcript_1645	11.93	11.22	18.35	6.38	6.58	8.03	4.87	6.7	3.37	8.47	2.24	3.32	0.54	1.66	2.33
transcript_1646	9.34	10.09	8.99	8.52	6.39	5.9	4.63	4.81	6.08	8.26	4.03	4	2.66	1.74	3.53
transcript_1647	96.16	105.93	153.69	120.66	120.55	186.79	122.22	153.76	100.49	93.81	164.93	68.29	18.5	8.01	12.16
transcript_1648	0.99	3.16	1.49	0.25	0.71	7.03	3.86	2.8	8.79	60.51	71.43	5.08	95.2	207.66	58.98
transcript_1649	0	104.04	0	0	0	0.53	0	0	81.33	75.32	134.53	0	0	0	0
transcript_165	38.48	30.45	39.06	29.38	24.34	22.77	25.18	22.69	25.69	30.09	19.09	19.1	16.51	16.93	21.85
transcript_1650	5.32	5.4	6.39	4.84	4.17	3.66	4.42	3.93	3.67	4.25	3.91	2.41	2.22	2.54	2.73
transcript_1651	0.03	0	0.03	0	0	0	0.03	0.03	0.13	0.03	0.05	0.13	0.06	0.1	0.08
transcript_1652	43.1	50.51	56.94	31.92	39.79	36.59	27.05	24.3	32.46	29.6	27.38	16	7.83	9.34	13.8
transcript_1653	13.13	16.37	20.18	18.32	18.74	18.78	12.58	21.45	22.31	9.88	13.6	9.76	9.07	14.8	27.35
transcript_1654	2.39	3.19	1.26	1.39	6.13	3.57	1.16	3.76	1.2	7.77	2.1	0.74	2.82	0.87	2.44
transcript_1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1656	12.18	16.09	18.47	16.52	29.03	17.91	23.11	24.66	19.74	18.16	30.9	22.13	35.74	26.42	23.39
transcript_1657	9.19	4.53	4.5	10.91	10.39	4.77	22.34	31.05	20.95	26.18	39.04	50.3	52.57	52.87	45.31
transcript_1658	4.46	0.75	0.61	0.65	0.14	1.06	0.23	0.09	0.19	0.3	1.29	0.34	0.34	0.02	0.03
transcript_1659	48.86	61.62	39.56	68.76	41.35	70.78	81.71	159.21	75.1	152.44	187.43	145.75	257.17	276.02	295.3
transcript_166	0	0.44	32.01	0	0	0	0	0	5.88	0	1.96	0	0	0	0.01
transcript_1660	33.07	32.27	36.43	66.02	111.96	64.01	96.91	99.42	110.59	74.57	87.72	97.63	23.28	18.18	27.8
transcript_1661	0	0	94.39	0.18	530.95	0	436.27	0	359.47	0	99.45	0	0	0	103.96
transcript_1662	13.5	14.19	16.05	16.81	13.64	13.95	15.9	14.68	17.95	14.93	17.61	19.1	18.14	13.14	16.24
transcript_1663	52.04	53.78	73.57	67.23	81.91	70.39	67.54	75.79	65.2	56.99	65.31	59.68	46.78	47.19	56.49
transcript_1664	66.95	24.24	33.36	13.58	70.68	51.37	93.24	27.87	37.28	86.19	85.58	399.5	56.17	33.6	396.71
transcript_1665	2.69	4.32	3.8	3.23	3.43	3.49	3.85	3.08	3.76	15.84	7.53	7.47	2.95	10.96	9.6
transcript_1666	43.82	3.91	9.95	2.85	18.35	6.15	5.49	27.84	1.6	12.36	2.96	13.57	42.2	5.1	15.59
transcript_1667	35.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1669	21.33	48.69	3.48	8.61	3.78	18.41	3.63	20.77	59.32	596.71	324.12	94.92	426.23	646.7	452.75
transcript_167	31.42	0	0	121.69	0	324.3	138.88	110.68	220.47	252.98	0	0	92.59	0	29.12
transcript_1670	25.78	29.77	31.69	42.36	35.77	39.78	58.57	54.14	45.49	63.09	63.49	48.42	82.7	72.13	71.28
transcript_1671	159.77	15.03	16.11	12.75	7.11	14.96	8.7	83.59	9.01	159.74	7.21	5.45	79.42	9.15	83
transcript_1672	8.04	7.78	10.67	9.06	9.53	8.35	10.3	13.14	9.56	9.14	12.87	8.58	16.76	13.12	13.34
transcript_1673	98.39	89.84	125.88	175.95	164.57	251.8	284.74	413.24	277.35	481.46	459.57	415.36	974.42	1019.05	655.19
transcript_1674	11.75	11.1	14.85	9.47	10.15	8.19	6.09	5.46	5.8	9.61	5.25	6.22	1.65	2.9	4.6
transcript_1675	1922.01	1899.75	2030.1	110.44	111.55	114.01	3785.67	132.65	4253.24	2736.93	4227.31	4151.14	131.46	5571.96	179.48
transcript_1676	75.99	79.46	66.71	55.59	53.22	71.01	70.77	61.28	39.92	62.76	78.24	51.01	145.4	115.46	120.35
transcript_1677	77.84	98.15	138.36	24.68	61.17	45.59	20.85	23.96	24.51	73.49	19.1	24	0	2.19	12.2
transcript_1678	8.26	20.04	13.63	11.91	26.02	9.23	15.52	16.86	16.81	14.57	8.47	14.51	7.34	8.25	13.41
transcript_1679	4.64	4.95	5.91	3.83	4.3	4.55	3.66	5.27	3.71	2.9	4.32	3.88	5.46	3.78	5.25
transcript_168	63.18	76.03	60.7	71.69	122.62	151.5	163.49	147.78	114.67	166.74	208.76	129.48	358.36	302.52	330.54
transcript_1680	6.82	8.15	14.68	12.14	27.63	16.15	21.68	28.17	22.24	13.48	38	17.53	52.04	45.43	30.66
transcript_1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1682	14.58	12.83	4.34	4.06	17.53	21.71	7.56	19.73	19.75	4.84	9.72	6.34	8.45	3.34	3.92
transcript_1684	0.01	50.18	57.25	0	65.69	0.02	0	0.25	0	0	48.87	85.97	0.04	66.3	0
transcript_1685	19.97	23.93	27.6	17.65	13.99	18.94	19.43	15.68	23.98	27.14	17.63	23.97	17.01	11.55	19.81
transcript_1686	22.01	21.38	28.52	21.33	32.06	21.08	23.8	25.74	23.51	21.94	28.89	18.6	22.48	21.76	22.99
transcript_1687	25.75	10.93	27.21	11.13	20.8	11.13	20.25	41.3	31.94	31.82	32.23	75.66	133.19	108.27	86.67
transcript_1688	532.73	16.79	9.99	407.96	20	730.79	25.17	24.65	23.73	34.87	45.32	59.55	16.35	5.87	9.01
transcript_169	19.22	22.47	28.18	25.01	26.57	26.61	29.88	29.82	26	29.1	27.55	29.11	33.26	29.83	33.56
transcript_1690	0	0	0	50.4	0	0	0	0	0	0	0	0	0	0	0
transcript_1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1692	14.7	17.24	19.96	18.51	20.56	19.16	23.04	22.18	25.78	19.16	25.84	20.72	24.12	27	30.08
transcript_1694	27.46	36.66	45.87	43.05	46.61	50.41	46.49	9.54	45.79	32	45.28	38.25	7.52	25.37	32.98
transcript_1695	29.74	25.25	19.36	23.16	28.05	46.1	36.28	29.72	34.15	41	27.8	28.53	11.1	9.4	16.03
transcript_1696	26.78	29.83	30.27	27.17	20.91	13.3	17.64	16.13	21.86	24.3	11.18	17.14	7.09	12.71	23.02
transcript_1697	43.36	48.1	61.68	33.16	48.49	47.66	46.54	53.41	46.85	33.44	61.07	36.21	78.44	40.6	56.05
transcript_1698	44.55	58.78	56.4	34.06	78.09	40.73	49.22	44.5	47.01	44.05	62.25	29.65	46.68	38.51	45.54
transcript_1699	8.01	10.63	13.28	10.9	11.66	10.55	11.17	12.04	8.13	9.56	12.67	8.54	12.62	12.35	10
transcript_17	401.26	0	0	50.51	8.11	0	312.97	51.59	0	0	0	0.03	23.1	2.03	0
transcript_170	14.68	15.68	21.28	12.77	16.39	11.45	14.18	23.88	25.63	16.71	15.07	19.25	14.56	18.28	22.52
transcript_1700	20.57	35.25	43.03	16.91	16.25	22.58	19.09	14.27	17.01	17.09	17.11	9.58	5.91	3.89	6.56
transcript_1701	0.94	0.62	0.85	0.81	0.75	0.81	0.35	1.01	1.14	1.09	0.8	1.2	0.6	0.74	1.42
transcript_1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1703	8.43	10.68	7.13	6.22	5.96	5.79	3.47	4.4	3.9	3.37	4.4	3.97	2.31	2.13	2.98
transcript_1704	24.74	26.57	15.4	13.97	19.82	23.64	14.73	16.26	21.02	22.37	13.28	20.31	5.89	19.38	15.34
transcript_1705	16.35	12.32	29.62	23.43	24.42	9.81	21.77	19.64	14.55	21.63	18.04	36.32	13.13	10.9	13.81
transcript_1706	27.96	31.57	31.15	68.31	45.36	49.89	40.89	49.18	43.45	44.86	31.85	74.35	18	17.61	46.89
transcript_1707	22.57	28.17	27.72	16.06	29.57	27.67	21.55	12.48	24.98	20.3	16.6	12.74	15.44	20.18	14.67
transcript_1708	0	512.59	0	629.3	757.72	0	0	765.78	655.9	0	568.16	765.77	588.51	685.83	0
transcript_1709	0	13.61	0	0	2.58	0	7.76	0	0	20.32	6.81	0	0	14.87	0
transcript_171	28.93	18.66	28.7	40.89	45.39	41.29	39.53	48.97	42.04	34.94	35.14	41.93	25.4	24.81	25.36
transcript_1710	37.49	45.5	2.77	0.51	42.26	0	0.53	0	53.3	2.13	0.64	33.27	0.43	0.89	0.82
transcript_1711	7.04	9.29	6.69	7.47	3.3	12.43	3.74	7.36	4.66	7.56	2.8	3.63	1.6	5.44	5.1
transcript_1712	47.67	0.26	38.98	14.56	0	0	0	0	0.19	0	4.08	14.59	42.5	13.66	0
transcript_1713	28.92	47.49	46.92	0.38	0.29	0.23	0.36	54.44	0.32	0.35	0.05	0.16	0.66	21.19	0.47
transcript_1714	0	357.62	561.4	0	0	563.24	0	0	377.85	645.33	339.86	0	0	0	354.48
transcript_1715	2.2	15.32	2.11	1.13	146.31	1.22	112.17	116.67	1.72	2.93	5.54	3.51	3.4	0.59	0.77
transcript_1716	2.34	3.52	2.83	1.68	1.95	1.3	1.78	1.52	1.13	2.17	1.66	1.38	1.14	1.3	0.98
transcript_1717	7	19.25	21.57	19	23.85	28.2	15.54	29	22.05	8.54	13.45	14.97	2.48	7.03	5.57
transcript_1718	11.32	11.49	14.56	12.82	13.93	9.55	10.93	10.22	12.28	11.25	10.14	8.95	7.96	7.57	10.7
transcript_1719	1383.33	543.25	565.67	563.28	435.6	616.72	385.02	351.42	379.25	1305.25	233.48	327.16	734.93	241.83	154.78
transcript_172	28.18	28.99	50	12.95	28.28	13.52	12.38	11.28	39.63	42.45	27.48	19.91	8.51	29.33	24.3
transcript_1720	15.99	17.94	17.72	14.73	21.67	16.24	20.46	22.68	24.66	18.67	21.44	25.27	24.77	30.39	25.38
transcript_1721	58.15	62.21	68.45	13.97	49.94	44.23	18.34	14.2	23.74	27.75	16.78	13.04	4.85	6.47	13.07
transcript_1724	7.91	8.52	8.36	7.61	9.86	6.05	4.87	6.72	3.6	4.45	5.59	5.75	3.73	2.98	4.23
transcript_1725	0	0	0	1389.77	803.56	849.71	0	1404.48	0	0	0	0	1362.26	0	1280.14
transcript_1726	6.93	6.88	7.81	6.82	5.81	6.42	4.6	3.19	4.89	4.59	3.6	5.58	2.94	2.55	2.69
transcript_1727	13.95	10.74	15.88	13.28	12.09	14.21	11.61	15.51	14.8	9.56	11.48	13.47	14.69	13.08	11.75
transcript_1728	13.07	9.73	17.78	15.02	20.18	17.27	16.08	15.71	17.75	12.05	21.03	13.35	21.95	19.37	18.61
transcript_1729	0	541.36	50.77	390.18	139.78	0	104.36	61.23	43.89	244.59	124.47	12.82	0	33.74	8.98
transcript_173	39.71	64.25	0.5	43.45	89.23	98.55	166.38	166.49	60.43	77.04	132.22	64.5	233.94	5.37	197.53
transcript_1730	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0
transcript_1731	6.3	4.7	7.21	6.75	3.08	3.36	3.15	2.8	3.51	4.82	2.78	3.52	2.56	2.05	3.84
transcript_1732	114.77	111.45	151.18	104.16	144.14	121.51	126.1	111.16	98.69	99.77	116.82	93.9	117.81	85.08	87.36
transcript_1733	0	0	159.99	0.07	0	0	0.26	162.99	0	0	0	0	0	108.24	0
transcript_1734	29.67	23.28	30.55	19.97	25.7	21.45	27.21	23.49	27.94	31.07	34.67	21.33	33.99	25.59	27.15
transcript_1735	1.47	2.66	2.24	2.8	5.71	2.4	2.43	4.79	3.63	2.32	4.43	5.81	5.44	5.33	4.69
transcript_1736	4.88	3.36	5.61	4.76	5.74	2.5	4.93	8.04	4.49	3.52	8.5	3.71	8.1	9.38	6.42
